method,month,coverage,avg_width,median_neff,avg_drift
adaptive,2021-05,0.8951612903225806,9.811290322580646,1080.0,
adaptive,2021-06,0.8930555555555556,6.316111111111112,1080.0,
adaptive,2021-07,0.9139784946236559,5.716666666666667,1080.0,
adaptive,2021-08,0.8817204301075269,5.5344086021505365,1080.0,
adaptive,2021-09,0.8777777777777778,5.6113888888888885,1080.0,
adaptive,2021-10,0.8870967741935484,9.65752688172043,1080.0,
adaptive,2021-11,0.8819444444444444,12.871111111111112,1080.0,
adaptive,2021-12,0.8870967741935484,15.791397849462365,1080.0,
adaptive,2022-01,0.896505376344086,19.96290322580645,1080.0,
adaptive,2022-02,0.8735119047619048,20.14404761904762,1080.0,
adaptive,2022-03,0.8938172043010753,15.568279569892471,1080.0,
adaptive,2022-04,0.9138888888888889,14.109444444444444,1080.0,
adaptive,2022-05,0.9005376344086021,11.62231182795699,1080.0,
adaptive,2022-06,0.8958333333333334,7.741944444444444,1080.0,
adaptive,2022-07,0.8870967741935484,5.3448924731182785,1080.0,
adaptive,2022-08,0.9005376344086021,8.179032258064517,1080.0,
adaptive,2022-09,0.8986111111111111,5.720555555555555,1080.0,
adaptive,2022-10,0.8575268817204301,10.088440860215053,1080.0,
adaptive,2022-11,0.8625,12.913611111111111,1080.0,
adaptive,2022-12,0.9086021505376344,16.873655913978496,1080.0,
adaptive,2023-01,0.885752688172043,16.203225806451613,1080.0,
adaptive,2023-02,0.8988095238095238,17.010714285714286,1080.0,
adaptive,2023-03,0.907258064516129,16.925537634408602,1080.0,
adaptive,2023-04,0.9013888888888889,12.761111111111111,1080.0,
adaptive,2023-05,0.8991935483870968,7.471236559139785,1080.0,
adaptive,2023-06,0.9055555555555556,7.315277777777778,1080.0,
adaptive,2023-07,0.9018817204301075,7.686290322580645,1080.0,
adaptive,2023-08,0.8911290322580645,5.876075268817204,1080.0,
adaptive,2023-09,0.8950617283950617,6.982407407407407,1080.0,
conformal_PID,2021-03,0.8944444444444445,12.611666666666666,1080.0,
conformal_PID,2021-04,0.9125,13.468333333333334,1080.0,
conformal_PID,2021-05,0.8938172043010753,11.159408602150538,1080.0,
conformal_PID,2021-06,0.9027777777777778,7.908333333333333,1080.0,
conformal_PID,2021-07,0.8991935483870968,6.152688172043011,1080.0,
conformal_PID,2021-08,0.8991935483870968,7.821236559139786,1080.0,
conformal_PID,2021-09,0.8888888888888888,9.052222222222223,1080.0,
conformal_PID,2021-10,0.9112903225806451,12.532795698924732,1080.0,
conformal_PID,2021-11,0.8958333333333334,15.946388888888889,1080.0,
conformal_PID,2021-12,0.9018817204301075,21.256182795698923,1080.0,
conformal_PID,2022-01,0.9032258064516129,25.500537634408598,1080.0,
conformal_PID,2022-02,0.9017857142857143,27.211011904761904,1080.0,
conformal_PID,2022-03,0.8897849462365591,18.176075268817204,1080.0,
conformal_PID,2022-04,0.9138888888888889,18.281944444444445,1080.0,
conformal_PID,2022-05,0.9005376344086021,11.997043010752687,1080.0,
conformal_PID,2022-06,0.8944444444444445,10.620833333333334,1080.0,
conformal_PID,2022-07,0.8924731182795699,6.404838709677419,1080.0,
conformal_PID,2022-08,0.907258064516129,10.301612903225806,1080.0,
conformal_PID,2022-09,0.8986111111111111,6.145277777777778,1080.0,
conformal_PID,2022-10,0.8924731182795699,13.167204301075271,1080.0,
conformal_PID,2022-11,0.8861111111111111,20.697222222222223,1080.0,
conformal_PID,2022-12,0.9233870967741935,21.87258064516129,1080.0,
conformal_PID,2023-01,0.885752688172043,19.436021505376342,1080.0,
conformal_PID,2023-02,0.9122023809523809,23.224107142857143,1080.0,
conformal_PID,2023-03,0.8951612903225806,18.52204301075269,1080.0,
conformal_PID,2023-04,0.9013888888888889,14.501944444444444,1080.0,
conformal_PID,2023-05,0.8991935483870968,8.552688172043013,1080.0,
conformal_PID,2023-06,0.9138888888888889,8.928888888888888,1080.0,
conformal_PID,2023-07,0.9059139784946236,9.039247311827959,1080.0,
conformal_PID,2023-08,0.8803763440860215,7.073118279569894,1080.0,
conformal_PID,2023-09,0.912037037037037,9.052160493827161,1080.0,
exp_weighted,2021-03,0.9319444444444445,15.159166666666668,498.2617045906725,
exp_weighted,2021-04,0.9236111111111112,12.851944444444444,498.8265293357075,
exp_weighted,2021-05,0.9274193548387096,10.733870967741936,498.8265293357075,
exp_weighted,2021-06,0.925,7.5025,498.8265293357075,
exp_weighted,2021-07,0.9475806451612904,6.65994623655914,498.8265293357075,
exp_weighted,2021-08,0.885752688172043,5.912365591397848,498.8265293357075,
exp_weighted,2021-09,0.8958333333333334,6.448611111111111,498.8265293357075,
exp_weighted,2021-10,0.8682795698924731,9.475537634408603,498.8265293357075,
exp_weighted,2021-11,0.8430555555555556,13.03222222222222,498.8265293357075,
exp_weighted,2021-12,0.9018817204301075,18.948924731182796,498.8265293357075,
exp_weighted,2022-01,0.8951612903225806,21.43763440860215,498.8265293357075,
exp_weighted,2022-02,0.875,23.23154761904762,498.8265293357075,
exp_weighted,2022-03,0.9274193548387096,19.075000000000003,498.8265293357075,
exp_weighted,2022-04,0.9305555555555556,15.138611111111112,498.8265293357075,
exp_weighted,2022-05,0.9086021505376344,12.421505376344086,498.8265293357075,
exp_weighted,2022-06,0.9277777777777778,9.305277777777778,498.8265293357075,
exp_weighted,2022-07,0.8991935483870968,6.663440860215053,498.8265293357075,
exp_weighted,2022-08,0.9059139784946236,8.623118279569892,498.8265293357075,
exp_weighted,2022-09,0.9208333333333334,6.240555555555555,498.8265293357075,
exp_weighted,2022-10,0.8306451612903226,10.886827956989247,498.8265293357075,
exp_weighted,2022-11,0.8722222222222222,14.9025,498.8265293357075,
exp_weighted,2022-12,0.9153225806451613,18.698924731182796,498.8265293357075,
exp_weighted,2023-01,0.9247311827956989,18.04462365591398,498.8265293357075,
exp_weighted,2023-02,0.8869047619047619,16.913095238095238,498.8265293357075,
exp_weighted,2023-03,0.9327956989247312,18.019086021505377,498.8265293357075,
exp_weighted,2023-04,0.9236111111111112,14.31777777777778,498.8265293357075,
exp_weighted,2023-05,0.9502688172043011,8.936827956989248,498.8265293357075,
exp_weighted,2023-06,0.9083333333333333,7.79638888888889,498.8265293357075,
exp_weighted,2023-07,0.9045698924731183,8.43010752688172,498.8265293357075,
exp_weighted,2023-08,0.9005376344086021,6.9524193548387085,498.8265293357075,
exp_weighted,2023-09,0.9058641975308642,7.18858024691358,498.8265293357075,
rolling,2021-03,0.9625,16.609166666666667,1080.0,
rolling,2021-04,0.9472222222222222,13.648333333333332,1080.0,
rolling,2021-05,0.946236559139785,11.982795698924733,1080.0,
rolling,2021-06,0.9138888888888889,8.445555555555556,1080.0,
rolling,2021-07,0.956989247311828,6.943817204301075,1080.0,
rolling,2021-08,0.8924731182795699,6.2091397849462355,1080.0,
