dataset,dasc_coverage,dasc_width,best_baseline,best_baseline_coverage,best_baseline_width,width_reduction_percent,dasc_median_neff,dasc_avg_drift
Electricity,0.9032967032967032,2.550843143898093,exp_weighted,0.9002747252747253,3.5368549574127783,27.87820889991928,1243.6707944665518,0.0881738524544629
Weather,0.965558510638298,6.412898936170213,adaptive,0.8938386524822695,11.026994680851065,41.843638073875766,2144.999925613224,0.0049621680915566
Finance,0.8987583572110793,2.279094058569473,spectral_only,0.8982808022922636,2.191368143742558,-4.003248613311091,295.23816273558003,0.2038347540434977
